Title,Year,Standardized Title
Leveraging The Vascular Quality Initiative To Reduce Length Of Stay Following Elective Carotid Endarterectomy And Endovascular Aortic Aneurysm Repair,2024,leveraging the vascular quality initiative to reduce length of stay following elective carotid endarterectomy and endovascular aortic aneurysm repair
The Impact Of Vascular Surgery Procedures On Climate Change,2024,the impact of vascular surgery procedures on climate change
Pediatric Clinical Consultations In A Vascular Practice Within A Children'S Hospital,2024,pediatric clinical consultations in a vascular practice within a children's hospital
Propensity Score Matched Comparison Of Endosuture Versus Fenestrated Aortic Aneurysm Repair In Treatment Of Abdominal Aortic Aneurysms With Unfavorable Neck Anatomy,2024,propensity score matched comparison of endosuture versus fenestrated aortic aneurysm repair in treatment of abdominal aortic aneurysms with unfavorable neck anatomy
Management Of Moderate Blunt Thoracic Aortic Injuries In Patients With Solid Organ Injury,2024,management of moderate blunt thoracic aortic injuries in patients with solid organ injury
Understanding Appropriate Surveillance Following Acute Aortic Dissection At A Tertiary Referral Center,2024,understanding appropriate surveillance following acute aortic dissection at a tertiary referral center
Comparison Of Outcomes And Complications Between Patients Undergoing Zone 2 Tbe And Zone 2 Tevar With Open Left Subclavian Revascularization,2024,comparison of outcomes and complications between patients undergoing zone 2 tbe and zone 2 tevar with open left subclavian revascularization
Contemporary Outcomes Of Open Thoracoabdominal Aortic Aneurysm Repair In The Endovascular Era,2024,contemporary outcomes of open thoracoabdominal aortic aneurysm repair in the endovascular era
Implementation Of A Multidisciplinary Aortic Team Positively Impacts Institutional Case Volume And Surgical Complexity,2024,implementation of a multidisciplinary aortic team positively impacts institutional case volume and surgical complexity
Patients Excluded From Best-Cli Were More Likely To Get A Major Amputation At A Single Urban Safety Net Hospital,2024,patients excluded from best-cli were more likely to get a major amputation at a single urban safety net hospital
Validation Of Non-Home Discharge Risk Score After Elective Infrainguinal Bypass Surgery,2024,validation of non-home discharge risk score after elective infrainguinal bypass surgery
Exploring Outcomes For Hispanic Patients Undergoing Open Bypass In The Best-Cli Trial,2024,exploring outcomes for hispanic patients undergoing open bypass in the best-cli trial
Toe Brachial Indices Are An Accurate Peripheral Artery Disease Screening Tool In Vascular Deserts,2024,toe brachial indices are an accurate peripheral artery disease screening tool in vascular deserts
Applying Mobility Prediction Models To Real World Patients With Major Amputations,2024,applying mobility prediction models to real world patients with major amputations
Factors Associated With Vascular Testing Prior To Major Lower Extremity Amputation In Diabetic Foot Ulcer Patients,2024,factors associated with vascular testing prior to major lower extremity amputation in diabetic foot ulcer patients
Predictors Of Mortality Following Blunt Thoracic Aortic Injury: Medical Management Versus Endovascular Repair,2024,predictors of mortality following blunt thoracic aortic injury: medical management versus endovascular repair
Poor 5-Year Survival Among Frail Older Adults Undergoing Elective Vascular Surgery: Do Patients Understand Their Risk?,2024,poor 5-year survival among frail older adults undergoing elective vascular surgery: do patients understand their risk?
Contemporary Trends In Trainee Carotid Artery Disease Interventions,2024,contemporary trends in trainee carotid artery disease interventions
Preliminary Results Of Utilizing Cine Angiography As An Alternative Modality During Visceral Vessel Cannulation To Reduce Radiation Exposure During F/Bevars,2024,preliminary results of utilizing cine angiography as an alternative modality during visceral vessel cannulation to reduce radiation exposure during f/bevars
Impact Of Skin Closure Methods On Postoperative Outcomes Of Lower Extremity Bypass,2024,impact of skin closure methods on postoperative outcomes of lower extremity bypass
Clinical And Functional Outcomes Of Lower Extremity Oncovascular Reconstructions,2024,clinical and functional outcomes of lower extremity oncovascular reconstructions
"Operative Techniques, Graft Variables, And Long-Term Outcomes Of 11 Cases Of Complex Aneurysms And Skull Base Tumors Treated With High-Flow Cerebral Revascularization Using Tibial Artery Autografts",2024,"operative techniques, graft variables, and long-term outcomes of 11 cases of complex aneurysms and skull base tumors treated with high-flow cerebral revascularization using tibial artery autografts"
Midterm Results For Hybrid Aortic Arch Reconstruction Utilizing Overlapping Single Thoracic Branch Endoprostheses In A Dual Branch Configuration,2024,midterm results for hybrid aortic arch reconstruction utilizing overlapping single thoracic branch endoprostheses in a dual branch configuration
Disparities In Surgical Management And Inpatient Outcomes Of Chronic Limb-Threatening Ischemia In Housed And Unhoused Populations In The United States,2024,disparities in surgical management and inpatient outcomes of chronic limb-threatening ischemia in housed and unhoused populations in the united states
"Treating Venous Disease In 2000 Patients In Honduras, A High-Prevalence But Resource-Limited Setting",2024,"treating venous disease in 2000 patients in honduras, a high-prevalence but resource-limited setting"
Health-Related Quality-of-Life Research in Under-Represented Older Adults,2024,health-related quality-of-life research in under-represented older adults
Leave no one Behind: Leadership Amidst the Odyssey to Advance Casualty Care and Improve Wartime Survival,2024,leave no one behind: leadership amidst the odyssey to advance casualty care and improve wartime survival
The Initial Results Of Physician-Modified Fenestrated-Branched Endovascular Repairs Of The Aortic Arch – Lessons Learned From The First 18 Cases,2023,the initial results of physician-modified fenestrated-branched endovascular repairs of the aortic arch – lessons learned from the first 18 cases
Clinical Outcomes Of Celiac Artery Coverage Vs Preservation During Thoracic Endovascular Aortic Repair,2023,clinical outcomes of celiac artery coverage vs preservation during thoracic endovascular aortic repair
Modified Harborview Risk Score Accurately Predicts Mortality For Patients With Ruptured Abdominal Aortic Aneurysms,2023,modified harborview risk score accurately predicts mortality for patients with ruptured abdominal aortic aneurysms
Enrichment Of A Cdh13 Pathogenic Variant In Patients With Thoracic Aortic Aneurysm And Dissection,2023,enrichment of a cdh13 pathogenic variant in patients with thoracic aortic aneurysm and dissection
Evaluating Growth Patterns Of Abdominal Aortic Aneurysms Among Women,2023,evaluating growth patterns of abdominal aortic aneurysms among women
Role Of Follow-Up Compliance In Patients Undergoing Aaa Repair At Va Hospitals,2023,role of follow-up compliance in patients undergoing aaa repair at va hospitals
Multidisciplinary Approach To Direct Segmental Artery Revascularization To Prevent Spinal Cord Ischemia Associated With Endovascular Thoracoabdominal Aortic Repair,2023,multidisciplinary approach to direct segmental artery revascularization to prevent spinal cord ischemia associated with endovascular thoracoabdominal aortic repair
Long-Term Functional Outcomes Of Vascular Amputees Utilizing The Lower Extremity Amputation Pathway (Leap),2023,long-term functional outcomes of vascular amputees utilizing the lower extremity amputation pathway (leap)
Effects Of Diagnostic Accuracy Of Pedal Acceleration Time For Detecting Peripheral Arterial Disease,2023,effects of diagnostic accuracy of pedal acceleration time for detecting peripheral arterial disease
Revascularization Offers No Long-Term Benefit To Patients With Intermittent Claudication,2023,revascularization offers no long-term benefit to patients with intermittent claudication
Risks Associated With Prophylactic Caval Stenting In Patients Undergoing Retroperitoneal Lymph Node Dissection,2023,risks associated with prophylactic caval stenting in patients undergoing retroperitoneal lymph node dissection
Relevance Of Best-Cli Trial Results In A Tertiary Care Limb Preservation Program,2023,relevance of best-cli trial results in a tertiary care limb preservation program
Trends And Outcomes Of Surgical Reconstruction Of The Inferior Vena Cava Following Oncologic Resections,2023,trends and outcomes of surgical reconstruction of the inferior vena cava following oncologic resections
Vein Compliance Is Superior To Vein Diameter For Predicting Unassisted Avf Maturation,2023,vein compliance is superior to vein diameter for predicting unassisted avf maturation
Creating Autogenous Access In Children And Adolescents,2023,creating autogenous access in children and adolescents
Multi-Center Evaluation Of Clopidogrel Resistance And Its Role In Predicting Stent Thrombosis In Transcarotid Artery Revascularization,2023,multi-center evaluation of clopidogrel resistance and its role in predicting stent thrombosis in transcarotid artery revascularization
Optimal Method Of Carotid Revascularization In Patients With Recent Myocardial Infarction,2023,optimal method of carotid revascularization in patients with recent myocardial infarction
Report From A Phase 2 Prospective Randomized Placebo-Controlled Trial Of Autologous Stem Cells To Treat Patients With No Option Critical Limb Ischemia,2023,report from a phase 2 prospective randomized placebo-controlled trial of autologous stem cells to treat patients with no option critical limb ischemia
Contralateral Carotid Artery Surveillance Following Carotid Endarterectomy,2023,contralateral carotid artery surveillance following carotid endarterectomy
Improved Cognition And Preserved Hippocampal Fractional Anisotropy In Subjects Undergoing Carotid Endarterectomy,2023,improved cognition and preserved hippocampal fractional anisotropy in subjects undergoing carotid endarterectomy
Safety And Efficacy Of Right Atrial Inflow Balloon Occlusion For Zone Zero Thoracic Endovascular Repair,2023,safety and efficacy of right atrial inflow balloon occlusion for zone zero thoracic endovascular repair
Angiotensin-Converting Enzyme Inhibitors And Angiotensin Receptor Blockers Are Associated With Improved Amputation Free Survival In Chronic Limb-Threatening Ischemia,2023,angiotensin-converting enzyme inhibitors and angiotensin receptor blockers are associated with improved amputation free survival in chronic limb-threatening ischemia
Implementation Of Preoperative Frailty Screening And Optimization Pathway In Vascular Surgery Clinic Setting,2023,implementation of preoperative frailty screening and optimization pathway in vascular surgery clinic setting
Surveillance And Risk Factors For Early Restenosis Following Transcarotid Artery Revascularization,2023,surveillance and risk factors for early restenosis following transcarotid artery revascularization
Anesthetic Modality Does Not Impact Cephalic Basic Arteriovenous Fistula Function At 12 Months,2023,anesthetic modality does not impact cephalic basic arteriovenous fistula function at 12 months
Revisions To Promote Maturation And Short-Term Death After Arteriovenous Fistula Creation,2023,revisions to promote maturation and short-term death after arteriovenous fistula creation
Slowed Abdominal Aortic Aneurysm Growth In Patients With Concurrent Malignancy,2023,slowed abdominal aortic aneurysm growth in patients with concurrent malignancy
Assessment Of Ultrasound Criteria For High-Grade Renal Artery Stenosis In Transplant Kidneys,2023,assessment of ultrasound criteria for high-grade renal artery stenosis in transplant kidneys
Contemporary Outcomes Of Thoracic Endovascular Aortic Repair In Patients With Syndromic Genetic Aortopathy,2023,contemporary outcomes of thoracic endovascular aortic repair in patients with syndromic genetic aortopathy
Factors Associated With Ablation Related Thrombus Extension (Arte) Following Gsv Closure With Endovenous Microfoam Ablation (Mfa),2023,factors associated with ablation related thrombus extension (arte) following gsv closure with endovenous microfoam ablation (mfa)
Traumatic Aortic Disruption Index (Tadi) Predicts Mortality And Urgency Of Stent Grafting In Blunt Thoracic Aortic Pseudoaneurysms,2023,traumatic aortic disruption index (tadi) predicts mortality and urgency of stent grafting in blunt thoracic aortic pseudoaneurysms
Gender Differences In Autonomy And Performance Assessments In A National Cohort Of Vascular Surgery Trainees,2023,gender differences in autonomy and performance assessments in a national cohort of vascular surgery trainees
Lipophilic Statins A Novel Risk Factor For Paraplegia Are After Branched Endovascular Aortic Aneurysm Repair,2023,lipophilic statins a novel risk factor for paraplegia are after branched endovascular aortic aneurysm repair
Left Vertebral Artery Revascularization In Distal Aortic Arch Surgery,2023,left vertebral artery revascularization in distal aortic arch surgery
Low Thrombus Burden Is Associated With An Increased Rate Of Endoleak Following Repair Of Juxtarenal Aneurysm Using Physician Modified Endografts,2023,low thrombus burden is associated with an increased rate of endoleak following repair of juxtarenal aneurysm using physician modified endografts
Analysis Based On Endovascular Therapy Versus Bypass For Chronic Limb-Threatening Ischemia In The Real-World Practice,2023,analysis based on endovascular therapy versus bypass for chronic limb-threatening ischemia in the real-world practice
Contemporaneous Outcomes Of The Off-The-Shelf Gore Thoracoabdominal Multibranch Endoprosthesis And Custom Physician-Modified Fenestrated Branched Endografts For Complex Abdominal And Thoracoabdominal Aortic Aneurysms,2023,contemporaneous outcomes of the off-the-shelf gore thoracoabdominal multibranch endoprosthesis and custom physician-modified fenestrated branched endografts for complex abdominal and thoracoabdominal aortic aneurysms
Long-Term Outcomes Of Patients With Failed Previous Infrarenal Aortic Repairs Rescued Using Fenestrated Stent-Grafts At Centers Without Access To Custom Made Devices,2023,long-term outcomes of patients with failed previous infrarenal aortic repairs rescued using fenestrated stent-grafts at centers without access to custom made devices
Geriatric Syndromes Are Associated With Increased Incidence Of Postoperative Delirium And Worse Survival Following Open Abdominal Aortic Aneurysm Repair,2023,geriatric syndromes are associated with increased incidence of postoperative delirium and worse survival following open abdominal aortic aneurysm repair
"Women Have Higher Morbidity And Mortality Following Repair Of Complex Aortic Aneurysms, Likely Due To Symptomatic Presentation And More Extensive Aneurysms",2023,"women have higher morbidity and mortality following repair of complex aortic aneurysms, likely due to symptomatic presentation and more extensive aneurysms"
Long Term Follow Up After Pediatric Traumatic Thoracic Aortic Injury,2023,long term follow up after pediatric traumatic thoracic aortic injury
Quality Of Life Outcomes For Venous Thoracic Outlet Syndrome After Paraclavicular Decompression,2023,quality of life outcomes for venous thoracic outlet syndrome after paraclavicular decompression
Impact Of Below-The-Ankle Lesions On Wound Healing Following Bypass Surgery In Chronic Limb-Threatening Ischemia,2023,impact of below-the-ankle lesions on wound healing following bypass surgery in chronic limb-threatening ischemia
Midaortic Syndrome Arc Of Riolan Steal Physiology Resulting In Chronic Exertional Mesenteric Angina In Adults,2023,midaortic syndrome arc of riolan steal physiology resulting in chronic exertional mesenteric angina in adults
"Early Experience With The Ambulatory Management Of Acute Iliofemoral Deep Vein Thrombosis With May-Thurner Syndrome With Percutaneous Mechanical Thrombectomy, Angioplasty And Stenting",2023,"early experience with the ambulatory management of acute iliofemoral deep vein thrombosis with may-thurner syndrome with percutaneous mechanical thrombectomy, angioplasty and stenting"
Long-Term Outcomes Of Iliofemoral Endoconduits For Complex Endovascular Aortic Aneurysm Repair,2023,long-term outcomes of iliofemoral endoconduits for complex endovascular aortic aneurysm repair
Use Of Low Versus Standard Profile Stent Graft For Physician-Modified Fenestrated-Branched Endovascular Repair Of Complex Abdominal And Thoracoabdominal Aortic Aneurysms,2023,use of low versus standard profile stent graft for physician-modified fenestrated-branched endovascular repair of complex abdominal and thoracoabdominal aortic aneurysms
Early Outcomes For Endovascular Treatment Of The Aortic Arch (Zone 0-2) Using The Thoracic Branch Device (Tbe),2023,early outcomes for endovascular treatment of the aortic arch (zone 0-2) using the thoracic branch device (tbe)
Outcomes Of Pediatric Vascular Surgery: A Retrospective Analysis Of Treatment Strategies And Complication Rates,2023,outcomes of pediatric vascular surgery: a retrospective analysis of treatment strategies and complication rates
Using Vascular Deserts As A Guide For Limb Preservation Outreach Programs Successfully Targets Underserved Populations,2023,using vascular deserts as a guide for limb preservation outreach programs successfully targets underserved populations
Same Day Discharge After Elective Open Arterial Surgery,2023,same day discharge after elective open arterial surgery
Recovery Of Healthcare Workers After Work-Related Injury Leading To Surgery For Thoracic Outlet Syndrome,2023,recovery of healthcare workers after work-related injury leading to surgery for thoracic outlet syndrome
"Evolution, Revolution or Extinction? Why Innovation in Practice and Diversity Will Power Vascular Surgery Growth",2023,"evolution, revolution or extinction? why innovation in practice and diversity will power vascular surgery growth"
Overhead Arm Support Reduces Radiation Exposure During Complex Endovascular Aortic Repair,2022,overhead arm support reduces radiation exposure during complex endovascular aortic repair
Gender Disparity In Developing A Convolutional Neural Network Specific For The Identification Of Infrarenal Abdominal Aortic Aneurysms,2022,gender disparity in developing a convolutional neural network specific for the identification of infrarenal abdominal aortic aneurysms
Understanding Who Benefits From Endovascular Aortic Repair In Those With Chronic Kidney Disease,2022,understanding who benefits from endovascular aortic repair in those with chronic kidney disease
20 Years Of Follow Up After Evar: Lost And Found,2022,20 years of follow up after evar: lost and found
Most Privately Insured Patients Do Not Receive Federally Recommended Abdominal Aortic Aneurysm Screening,2022,most privately insured patients do not receive federally recommended abdominal aortic aneurysm screening
Effects Of Pre-Stenting Target Vessels On Outcomes After Fenestrated-Branched Endovascular Aortic Aneurysm Repair (F-Bevar),2022,effects of pre-stenting target vessels on outcomes after fenestrated-branched endovascular aortic aneurysm repair (f-bevar)
Reinterventions After Physician-Modified Endovascular Grafts For Treatment Of Juxtarenal Aortic Aneurysms Are Non-Detrimental To Long-Term Survival,2022,reinterventions after physician-modified endovascular grafts for treatment of juxtarenal aortic aneurysms are non-detrimental to long-term survival
Endovascular Initial Revascularization Approach Predicts Lower Rates Of Healing And Ambulation After Transmetatarsal Amputation,2022,endovascular initial revascularization approach predicts lower rates of healing and ambulation after transmetatarsal amputation
Regional Variation Of The National Abdominal Aortic Aneurysm Screening Program In The Veteran'S Health Administration,2022,regional variation of the national abdominal aortic aneurysm screening program in the veteran's health administration
Ankle Brachial Index And Wound Classification Teaching To Providers As Part Of A Comprehensive Limb Preservation Outreach Program,2022,ankle brachial index and wound classification teaching to providers as part of a comprehensive limb preservation outreach program
Fiber Optic Realshape (Fors) Imaging Using Upper Extremity And Transfemoral Access For Fenestrated-Branched Endovascular Aortic Aneurysm Repair (F-Bevar),2022,fiber optic realshape (fors) imaging using upper extremity and transfemoral access for fenestrated-branched endovascular aortic aneurysm repair (f-bevar)
Assessment Of Clinical Outcomes Following Lower Extremity Bypass And Percutaneous Revascularization: Should We Be Following Abis Or Asking Our Patients?,2022,assessment of clinical outcomes following lower extremity bypass and percutaneous revascularization: should we be following abis or asking our patients?
The Emotional Impact And Coping Mechanisms Following Adverse Patient Events Among Canadian Vascular Surgeons And Trainees,2022,the emotional impact and coping mechanisms following adverse patient events among canadian vascular surgeons and trainees
Aortic Arch Laterality In Aberrant Subclavian Artery And Kommerell'S Diverticulum: A Multi-Institutional Study,2022,aortic arch laterality in aberrant subclavian artery and kommerell's diverticulum: a multi-institutional study
Comparative Outcomes Of Physician-Modified Fenestrated Branched Endovascular Repair Of Post-Dissection And Degenerative Complex Abdominal Or Thoracoabdominal Aortic Aneurysms,2022,comparative outcomes of physician-modified fenestrated branched endovascular repair of post-dissection and degenerative complex abdominal or thoracoabdominal aortic aneurysms
Utilization And Complications Of Thoracic Endovascular Repair In Patients With Genetic Aortopathy,2022,utilization and complications of thoracic endovascular repair in patients with genetic aortopathy
Comparison Of Treatment And Outcome Of Blunt Thoracic Aortic Injury (Btai) Based On Society Of Vascular Surgery (Svs) And University Of Washington (Uw) Grading Recommendations,2022,comparison of treatment and outcome of blunt thoracic aortic injury (btai) based on society of vascular surgery (svs) and university of washington (uw) grading recommendations
Machine-Learning To Risk Stratify Patients With Aortic Graft Infection,2022,machine-learning to risk stratify patients with aortic graft infection
Patient-Specific Computational Flow Simulation Reveals Significant Differences In Paravisceral Aortic Hemodynamics Between Fenestrated And Branched Endovascular Aneurysm Repair,2022,patient-specific computational flow simulation reveals significant differences in paravisceral aortic hemodynamics between fenestrated and branched endovascular aneurysm repair
Relationship Between Wifi Stage And Quality Of Life At The Time Of Revascularization In The Best-Cli Trial,2022,relationship between wifi stage and quality of life at the time of revascularization in the best-cli trial
Early Results Of Patient Reported Outcomes For Peripheral Vascular Interventions For Claudication,2022,early results of patient reported outcomes for peripheral vascular interventions for claudication
The Svs Wifi Classification Does Not Predict Successful Healing Following Transmetatarsal Amputation,2022,the svs wifi classification does not predict successful healing following transmetatarsal amputation
Outcomes Of Elective Endovascular Interventions For Peripheral Arterial Occlusive Disease Performed In Hospital Outpatient Departments Versus Ambulatory Surgical Centers Versus Office-Based Labs,2022,outcomes of elective endovascular interventions for peripheral arterial occlusive disease performed in hospital outpatient departments versus ambulatory surgical centers versus office-based labs
Preliminary Clinical Validation Results Of A Deep Learning Approach For Ankle-Brachial Index Prediction In Noncompressible Tibial Vessels,2022,preliminary clinical validation results of a deep learning approach for ankle-brachial index prediction in noncompressible tibial vessels
Addition Of The Iliac Artery Calcification Burden Score Improves The Vascular Quality Initiative Mortality Prediction Model In Patients With Chronic Limb-Threatening Ischemia,2022,addition of the iliac artery calcification burden score improves the vascular quality initiative mortality prediction model in patients with chronic limb-threatening ischemia
Presentation And Management Of Splenic Arteriopathy In Patients With Vascular Ehlers Danlos Syndrome,2022,presentation and management of splenic arteriopathy in patients with vascular ehlers danlos syndrome
Augmented Intelligence Maps Can Improve Intraoperative Outcomes,2022,augmented intelligence maps can improve intraoperative outcomes
Percutaneous Thrombectomy For Acutely Occluded Arteriovenous Dialysis Accesses Is Safe And Prolongs Access Functionality,2022,percutaneous thrombectomy for acutely occluded arteriovenous dialysis accesses is safe and prolongs access functionality
One Year Clinical Outcomes Of Popliteal Stenting In Chronic Limb Threatening Ischemia,2022,one year clinical outcomes of popliteal stenting in chronic limb threatening ischemia
Use Of Polygenic Risk Scores To Improve Detection Of Peripheral Artery Disease: An Institutional Use Case,2022,use of polygenic risk scores to improve detection of peripheral artery disease: an institutional use case
Improvement Of Health Insurance And Outcomes Of Medicaid Beneficiaries With Diabetic Foot Ulcerations,2022,improvement of health insurance and outcomes of medicaid beneficiaries with diabetic foot ulcerations
Neighborhood Deprivation Trends In Patients Undergoing Carotid Endarterectomy,2022,neighborhood deprivation trends in patients undergoing carotid endarterectomy
Frailty Does Not Predict Worse Outcomes Following Lower Extremity Angiograms For Limb Ischemia In Nonagenarians,2022,frailty does not predict worse outcomes following lower extremity angiograms for limb ischemia in nonagenarians
Structured Discharge Documentation Reduces Sex-Based Disparities In Statin Prescription In Vascular Surgery Patients,2022,structured discharge documentation reduces sex-based disparities in statin prescription in vascular surgery patients
Poor Utilization Of Palliative Care Amongst Medicare Patients With Chronic Limb Threatening Ischemia,2022,poor utilization of palliative care amongst medicare patients with chronic limb threatening ischemia
Intravascular Lithotripsy For Plaque Modification In Trans-Carotid Artery Revascularization,2022,intravascular lithotripsy for plaque modification in trans-carotid artery revascularization
A Unique Breakthrough Means Of Stroke Prevention On An Epidemiological Scale By Use Of A Quick Carotid Scan,2022,a unique breakthrough means of stroke prevention on an epidemiological scale by use of a quick carotid scan
Living In A Food Desert Is Associated With Increased 2-Year Major Amputation Risk After Revascularization For Chronic Limb-Threatening Ischemia,2022,living in a food desert is associated with increased 2-year major amputation risk after revascularization for chronic limb-threatening ischemia
Aortic Size Index Accounts For Sexspecific Differences In Abdominal Aortic Aneurysm Diameter At The Time Of Rupture,2022,aortic size index accounts for sexspecific differences in abdominal aortic aneurysm diameter at the time of rupture
Implementation Of A Workplace-Based Assessment Tool Among Vascular Surgery Residency And Fellowship Programs,2022,implementation of a workplace-based assessment tool among vascular surgery residency and fellowship programs
Dynamic Changes In Frailty Following Physician-Modified Fenestrated Branched Endovascular Repair Of Complex Abdominal And Thoracoabdominal Aortic Aneurysms,2022,dynamic changes in frailty following physician-modified fenestrated branched endovascular repair of complex abdominal and thoracoabdominal aortic aneurysms
Defining Vascular Deserts To Describe Access To Care And Identify Sites For Targeted Limb Preservation Outreach,2022,defining vascular deserts to describe access to care and identify sites for targeted limb preservation outreach
Use And Outcomes Of The Viabahn Vbx® Balloon-Expandable Covered Stent For Fenestrations During Complex Endovascular Aortic Aneurysm Repair (Evar),2022,use and outcomes of the viabahn vbx® balloon-expandable covered stent for fenestrations during complex endovascular aortic aneurysm repair (evar)
Co-Morbid Depression And Psychosocial Factors Increase Ninety-Day Readmissions After Vascular-Related Lower Extremity Amputation,2022,co-morbid depression and psychosocial factors increase ninety-day readmissions after vascular-related lower extremity amputation
Impact Of Hospital Transfer On Acute Limb Ischemia Outcomes And Time To Revascularization,2022,impact of hospital transfer on acute limb ischemia outcomes and time to revascularization
Selection Of Anesthetic Modality For Surgical Hemodialysis Access Creation: A Multi-Institutional Experience,2022,selection of anesthetic modality for surgical hemodialysis access creation: a multi-institutional experience
Virtual Interviews In Covid-19 Era: The Trainee Perspective,2022,virtual interviews in covid-19 era: the trainee perspective
Transfemoral Carotid Artery Stenting Should Be Avoided In Chronic Kidney Disease,2022,transfemoral carotid artery stenting should be avoided in chronic kidney disease
Simplifying A Preoperative Risk Scoring System To Improve Usefulness In Predicting Mortality After Ruptured Abdominal Aortic Aneurysm Repair,2022,simplifying a preoperative risk scoring system to improve usefulness in predicting mortality after ruptured abdominal aortic aneurysm repair
Improving Access To Specialty Care Using Vascular Surgery E-Consults,2022,improving access to specialty care using vascular surgery e-consults
Equal Pay for Equal Work,2022,equal pay for equal work
Impact Of High-Risk Features And Timing Of Repair For Acute Type B Aortic Dissections,2021,impact of high-risk features and timing of repair for acute type b aortic dissections
