Title,Year,Standardized Title
Distal Peroneal Bypass For Limb Salvage: A Case Demonstrating A Right Femoral To Peroneal Bypass Using A Lateral Approach With Fibulectomy,2024,distal peroneal bypass for limb salvage: a case demonstrating a right femoral to peroneal bypass using a lateral approach with fibulectomy
3D Printing For Surgical Case Planning In Kommerell Diverticulum,2024,3d printing for surgical case planning in kommerell diverticulum
Robotic Assisted Laparoscopic Splenic Artery Aneurysm Resection,2024,robotic assisted laparoscopic splenic artery aneurysm resection
Open Repair Of An Abdominal Aortic And Right Common Iliac Artery Aneurysm Without Genetic Disorder In A 19-Month Infant,2024,open repair of an abdominal aortic and right common iliac artery aneurysm without genetic disorder in a 19-month infant
Carotid To Foraminal Vertebral Artery Bypass For Symptomatic Vertebrobasilar Insufficiency,2024,carotid to foraminal vertebral artery bypass for symptomatic vertebrobasilar insufficiency
Extensive Pelvic Aneurysms In A Patient With Giant Cell Arteritis,2024,extensive pelvic aneurysms in a patient with giant cell arteritis
Transaxillary EVAR Using A Reverse Mounted Gore Excluder Endograft For A Patient With AAA And Severe Iliofemoral Occlusive Disease,2024,transaxillary evar using a reverse mounted gore excluder endograft for a patient with aaa and severe iliofemoral occlusive disease
Abdominal Aortic Replacement On Impella Support,2024,abdominal aortic replacement on impella support
TEVAR With A Bare Metal Stent-Graft To Rescue Embolized Transcatheter Aortic Valve Replacements (TAVRs): A Report Of Three Cases,2024,tevar with a bare metal stent-graft to rescue embolized transcatheter aortic valve replacements (tavrs): a report of three cases
Effect Of Prosthesis Fitting On Mortality After Major Lower Extremity Amputation,2024,effect of prosthesis fitting on mortality after major lower extremity amputation
Patients With Dementia Undergoing Major Limb Amputation Have Poor Outcomes,2024,patients with dementia undergoing major limb amputation have poor outcomes
Computer Vision Analysis Of Clinic Video For Enhanced Risk And Resilience Screening,2024,computer vision analysis of clinic video for enhanced risk and resilience screening
Physician-Modified Fenestrated Endovascular Aortic Aneurysm Repair After Failed EVAR Offers Promising Results Compared To Open Conversion,2024,physician-modified fenestrated endovascular aortic aneurysm repair after failed evar offers promising results compared to open conversion
Early Experience With Patient-Specific Unibody Bifurcated Fenestrated-Branched Devices For Complex Endovascular Aortic Aneurysm Repair,2024,early experience with patient-specific unibody bifurcated fenestrated-branched devices for complex endovascular aortic aneurysm repair
Regional Transfer Center Effects On Vascular Surgery Volume And Surgeon Well-Being,2024,regional transfer center effects on vascular surgery volume and surgeon well-being
Ten-Year Clinical and Aortic Remodeling Outcomes Following TEVAR for Chronic Type B Aortic Dissection,2024,ten-year clinical and aortic remodeling outcomes following tevar for chronic type b aortic dissection
Increased Risk of Adverse Outcomes in Black Patients Undergoing Carotid Artery Stenting Is Associated with Underutilization of Perioperative Antiplatelet Therapy,2024,increased risk of adverse outcomes in black patients undergoing carotid artery stenting is associated with underutilization of perioperative antiplatelet therapy
Impact Of Regional Differences And Neighborhood Socioeconomic Deprivation In The Outcomes Of Patients With Lower Extremity Wounds Evaluated By A Limb-Preservation Service,2024,impact of regional differences and neighborhood socioeconomic deprivation in the outcomes of patients with lower extremity wounds evaluated by a limb-preservation service
Agreement Of Surgeon's Choice Of Arteriovenous Fistula With A Vascular Access Selection App And Correlation With One-Year Outcomes,2024,agreement of surgeon's choice of arteriovenous fistula with a vascular access selection app and correlation with one-year outcomes
"Assessing The Influence Of Rural Residence And Economic Distress On Lower Extremity Risk Stratification Among Diabetic Foot Ulcer Patients: Utilization Of The Wound, Ischemia, Infection (WIfI) Classification System",2024,"assessing the influence of rural residence and economic distress on lower extremity risk stratification among diabetic foot ulcer patients: utilization of the wound, ischemia, infection (wifi) classification system"
5-Year F/BEVAR Outcomes For Treatment Of Complex Anatomy Aortic Aneurysms Based On Aneurysm Extent,2024,5-year f/bevar outcomes for treatment of complex anatomy aortic aneurysms based on aneurysm extent
"Outcomes Of Complicated, High Risk And Uncomplicated Acute Type B Aortic Dissections Treated With Thoracic Endovascular Aortic Repair",2024,"outcomes of complicated, high risk and uncomplicated acute type b aortic dissections treated with thoracic endovascular aortic repair"
Limb Salvage Rates in Acute Limb Ischemia Patients Treated with Open Thrombectomy vs Catheter Directed Thrombolysis,2023,limb salvage rates in acute limb ischemia patients treated with open thrombectomy vs catheter directed thrombolysis
Carotid Artery Revascularization After Acute Ischemic Stroke: Analysis of a Stroke Center from 2019-2022,2023,carotid artery revascularization after acute ischemic stroke: analysis of a stroke center from 2019-2022
Endovascular Repair of Penetrating Arterial Injuries in Puerto Rico,2023,endovascular repair of penetrating arterial injuries in puerto rico
The Role of the Vascular Surgeon in Acute Type 1 Aortic Dissections,2023,the role of the vascular surgeon in acute type 1 aortic dissections
"Factors Impacting Reintervention for Patients Who Underwent Infrainguinal Revascularization at a Single Hospital System, 2016-2019",2023,"factors impacting reintervention for patients who underwent infrainguinal revascularization at a single hospital system, 2016-2019"
Predictors of Rapid Failure of Medical Management in Uncomplicated Acute Type B Aortic Dissection,2023,predictors of rapid failure of medical management in uncomplicated acute type b aortic dissection
Open Bypass Is Superior To Endovascular Revascularization In Patients Undergoing Reintervention For Chronic Limb Threatening Ischemia Using a Medicare-Linked Database,2023,open bypass is superior to endovascular revascularization in patients undergoing reintervention for chronic limb threatening ischemia using a medicare-linked database
The Impact of Sex on Medical and Surgical Management of Peripheral Arterial Disease (PAD) Prior to Limb Loss in the Vascular Quality Initiative,2023,the impact of sex on medical and surgical management of peripheral arterial disease (pad) prior to limb loss in the vascular quality initiative
Current Outcomes Following Upper and Lower Extremity Arterial Trauma from the National Trauma Data Bank,2023,current outcomes following upper and lower extremity arterial trauma from the national trauma data bank
Utility of Preoperative Frailty Indices for Predicting Ambulatory Vascular Surgery Clinical Outcomes: A Single Center Study,2023,utility of preoperative frailty indices for predicting ambulatory vascular surgery clinical outcomes: a single center study
Primary Mural Sarcoma of the Abdominal Aorta Presenting as Disabling Claudication,2023,primary mural sarcoma of the abdominal aorta presenting as disabling claudication
Outcomes after Operative Management of Suprarenal and Thoracoabdominal Aortic Infections,2023,outcomes after operative management of suprarenal and thoracoabdominal aortic infections
Comparison of Non-Autologous Hemodialysis Grafts: Bovine Carotid Artery versus Synthetic,2023,comparison of non-autologous hemodialysis grafts: bovine carotid artery versus synthetic
Left Subclavian RetroSandwich Technique for Zone 1 and 2 Extent Thoracic Endovascular Aneurysm Repair,2023,left subclavian retrosandwich technique for zone 1 and 2 extent thoracic endovascular aneurysm repair
Patient Outcomes After Index Amputations For Critical Limb-threatening Ischemia,2023,patient outcomes after index amputations for critical limb-threatening ischemia
Characterization of Risk Factors and Location of Covid19 Arterial Thromboembolic Events,2023,characterization of risk factors and location of covid19 arterial thromboembolic events
Contemporary Management of Acute Type B Intramural Hematoma in the Endovascular Era,2023,contemporary management of acute type b intramural hematoma in the endovascular era
Negative Pressure Wound Therapy For At-Risk Lower Limb Amputation Surgical Closures In Patients With Prior Vascular Intervention: A Randomized Control Study,2023,negative pressure wound therapy for at-risk lower limb amputation surgical closures in patients with prior vascular intervention: a randomized control study
Hybrid Mesenteric Bypass And Fenestrated Taaa Repair,2023,hybrid mesenteric bypass and fenestrated taaa repair
Effects Of Descending Thoracic Aortic Height Index On Midterm Survival After Thoracic Endovascular Aortic Repair In Patients With Chronic Type B Aortic Dissection,2023,effects of descending thoracic aortic height index on midterm survival after thoracic endovascular aortic repair in patients with chronic type b aortic dissection
Post-Operative Urinary Retention After Endovascular Aortic Aneurysm Repair In A Veteran Population,2023,post-operative urinary retention after endovascular aortic aneurysm repair in a veteran population
Preoperative Prediction Of Mortality Within 1-Year After Elective Endovascular Aortic Repair Of Aneurysms Involving The Renal-Mesenteric Arteries,2023,preoperative prediction of mortality within 1-year after elective endovascular aortic repair of aneurysms involving the renal-mesenteric arteries
"Impact Of Intraoperative Stroke On Survival Across Carotid Treatment Modalities: Carotid Endarterectomy, Transfemoral Carotid Stenting, And Transcarotid Artery Revascularization",2023,"impact of intraoperative stroke on survival across carotid treatment modalities: carotid endarterectomy, transfemoral carotid stenting, and transcarotid artery revascularization"
Vascular Surgery Studies Utilizing Acs-Nsqip Demonstrate Low To Moderate Adherence To Current Reporting Standards,2023,vascular surgery studies utilizing acs-nsqip demonstrate low to moderate adherence to current reporting standards
Infrainguinal Bypass Revascularization Failures In African American And White Patients With End-Stage Kidney Disease And Chronic Limb-Threatening Ischemia,2023,infrainguinal bypass revascularization failures in african american and white patients with end-stage kidney disease and chronic limb-threatening ischemia
The Ideal Vascular Access In Patient'S With Sickle Cell Disease,2023,the ideal vascular access in patient's with sickle cell disease
Outcomes Of Physician-Modified Fenestrated/Branched Endografts For Endovascular Aortic Aneurysm Repair In The Setting Of Prior Failed Evar,2023,outcomes of physician-modified fenestrated/branched endografts for endovascular aortic aneurysm repair in the setting of prior failed evar
Perioperative Cerebrospinal Fluid Drain Placement Does Not Increase Venous Thromboembolism After Complex Endovascular Aortic Repair,2023,perioperative cerebrospinal fluid drain placement does not increase venous thromboembolism after complex endovascular aortic repair
Impact Of Missed Initial Wound Clinic Visit On 6-Month Wound Healing Among Patients With Chronic Limb Threatening Ischemia By Race/Ethnicity,2023,impact of missed initial wound clinic visit on 6-month wound healing among patients with chronic limb threatening ischemia by race/ethnicity
Radial Artery To Radial Vein Arteriovenous Fistula Creation: A Novel Technique For Long Term Dialysis Access,2023,radial artery to radial vein arteriovenous fistula creation: a novel technique for long term dialysis access
Functional Status In Non-Home Discharges After Vascular Surgery,2023,functional status in non-home discharges after vascular surgery
Inpatients With Chronic Lower Extremity Wounds Often Present With Advanced Disease And Carry A High Risk Of Lower Extremity Amputation,2023,inpatients with chronic lower extremity wounds often present with advanced disease and carry a high risk of lower extremity amputation
Ruptured Aortic Aneurysms From Endoleak: A Contemporary Rural Tertiary Care Center Experience,2023,ruptured aortic aneurysms from endoleak: a contemporary rural tertiary care center experience
Appraising Health Literacy Among Vascular Surgery Patients,2023,appraising health literacy among vascular surgery patients
Tevar+Knickerbocker Eliminates Retrograde False Lumen Perfusion And Reduces Aneurysm Size In Chronic Type B Aortic Dissection,2023,tevar+knickerbocker eliminates retrograde false lumen perfusion and reduces aneurysm size in chronic type b aortic dissection
Important Differences In Real-World Usage And Outcomes After Tevar For Type B Aortic Dissection Indicate A Need For Registry Involvement In Post-Market Assessment Of Vascular Devices,2023,important differences in real-world usage and outcomes after tevar for type b aortic dissection indicate a need for registry involvement in post-market assessment of vascular devices
Complicated Versus High-Risk Patients Undergoing Thoracic Endovascular Aortic Repair For Acute Type B Dissection,2023,complicated versus high-risk patients undergoing thoracic endovascular aortic repair for acute type b dissection
Clinical Characteristics And Cardiac Physiology Of Mechanical Pulmonary Thrombectomy,2023,clinical characteristics and cardiac physiology of mechanical pulmonary thrombectomy
Complementary Role Of Magnetic Resonance Imaging And Computed Tomography Angiography In Evaluating Acute Type B Aortic Dissection,2023,complementary role of magnetic resonance imaging and computed tomography angiography in evaluating acute type b aortic dissection
Outcomes Of Native Aorta Vs Surgical Grafts For Zone 0 Proximal Thoracic Endograft Landing,2023,outcomes of native aorta vs surgical grafts for zone 0 proximal thoracic endograft landing
Safety And Efficacy Of Vertebral Artery Transposition At The Time Of Thoracic Aortic Endovascular Repair,2023,safety and efficacy of vertebral artery transposition at the time of thoracic aortic endovascular repair
Quantifying Patient Skin Tone For Evaluation Of Race And Ethnicity-Based Disparities And Assessment Of Implicit Bias,2023,quantifying patient skin tone for evaluation of race and ethnicity-based disparities and assessment of implicit bias
Perioperative Blood Transfusion Is Associated With Worse 30 Day Mortality And Complications After Tevar,2023,perioperative blood transfusion is associated with worse 30 day mortality and complications after tevar
Predicting Renal Function Response to Renal Artery Stenting,2023,predicting renal function response to renal artery stenting
Contemporary Outcomes for Branch Renal Artery Repair with Cold Perfusion,2023,contemporary outcomes for branch renal artery repair with cold perfusion
Multidisciplinary Limb Salvage Care is Associated with Decreased Mortality Without Increasing Revascularization In Major Amputations,2023,multidisciplinary limb salvage care is associated with decreased mortality without increasing revascularization in major amputations
"Hybrid Repair of Extensive Thoracoabdominal Aortic Disease Results in Similar Operative Outcomes When Performed for Distal Aortic Degeneration on Surveillance Compared to Initial Staged, PlannedStrategy",2023,"hybrid repair of extensive thoracoabdominal aortic disease results in similar operative outcomes when performed for distal aortic degeneration on surveillance compared to initial staged, plannedstrategy"
Market Competition Influences Practice Patterns in Management of Patients with Intermittent Claudication in the Vascular Quality Initiative,2023,market competition influences practice patterns in management of patients with intermittent claudication in the vascular quality initiative
Planned Vascular Surgery Involvement in Cases where Vascular Expertise is Needed is Associated with Improved Patient Outcomes,2023,planned vascular surgery involvement in cases where vascular expertise is needed is associated with improved patient outcomes
Examining Care Fragmentation After PAD Interventions: The Readmission Event,2023,examining care fragmentation after pad interventions: the readmission event
Symptomatic Carotid Web Requires Aggressive Intervention,2023,symptomatic carotid web requires aggressive intervention
Contemporary Review of Traumatic Axillary and Subclavian Artery Injuries at an Urban Level One Trauma Center,2023,contemporary review of traumatic axillary and subclavian artery injuries at an urban level one trauma center
Prior Endovascular Intervention Is Not Associated With Unfavorable Outcomes In Infrainguinal Bypass Surgery For Chronic Limb Threatening Ischemia: A Propensity Score-Matched Analysis Of VQI-Medicare-Linked Database,2023,prior endovascular intervention is not associated with unfavorable outcomes in infrainguinal bypass surgery for chronic limb threatening ischemia: a propensity score-matched analysis of vqi-medicare-linked database
Intravenous Heparin During Radiocephalic Arteriovenous Access Creation: A Target Trial Emulation,2023,intravenous heparin during radiocephalic arteriovenous access creation: a target trial emulation
Owning the Disease: Opportunities and Impact,2023,owning the disease: opportunities and impact
Modifiable Risk Factors for the Occurrence of Ipsilateral Ischemic Events After Carotid Endarterectomy Beyond the Perioperative Period,2023,modifiable risk factors for the occurrence of ipsilateral ischemic events after carotid endarterectomy beyond the perioperative period
"Neuropathy is Associated with Increased Risk of Amputation, Revascularization, and Death in Patients with Peripheral Vascular Disease",2023,"neuropathy is associated with increased risk of amputation, revascularization, and death in patients with peripheral vascular disease"
Impact of Presenting Stroke Severity and Thrombolysis on Outcomes Following Urgent Carotid Interventions,2023,impact of presenting stroke severity and thrombolysis on outcomes following urgent carotid interventions
Update on Government Relations and Political Advocacy,2023,update on government relations and political advocacy
Five Year Outcomes of Endosuture Aneurysm Repair (ESAR) in Patients with Short Neck Abdominal Aortic Aneurysm from the ANCHOR Registry,2023,five year outcomes of endosuture aneurysm repair (esar) in patients with short neck abdominal aortic aneurysm from the anchor registry
Investigating Glycemic Control in Patients Undergoing Lower Extremity Bypass within an Enhanced Recovery Pathway at a Single Institution,2023,investigating glycemic control in patients undergoing lower extremity bypass within an enhanced recovery pathway at a single institution
"Long-term (>10 years) Durability and Clinical Outcome Comparing CEA with ACUSEAL (PTFE) Patching vs Pericardial Patching, Results from a Prospective Randomized Trail",2023,"long-term (>10 years) durability and clinical outcome comparing cea with acuseal (ptfe) patching vs pericardial patching, results from a prospective randomized trail"
Feasibility of an Ex-Vivo Model For Investigating The Mechanistic Performance of Vessel Preparation Devices In Tibial Arteries,2023,feasibility of an ex-vivo model for investigating the mechanistic performance of vessel preparation devices in tibial arteries
Diagnosis of Mental Illness Does Not Affect Post-Operative Outcomes in Patients Undergoing Endovascular Aortic Aneurysm Repair in the VA Health Care System,2023,diagnosis of mental illness does not affect post-operative outcomes in patients undergoing endovascular aortic aneurysm repair in the va health care system
Socioeconomic Status Fails to Account for Worse Outcomes in Black Patients Undergoing Carotid Revascularization,2023,socioeconomic status fails to account for worse outcomes in black patients undergoing carotid revascularization
Impact of an Enhanced Recovery Program for Lower Extremity Bypass on Racial Disparities,2023,impact of an enhanced recovery program for lower extremity bypass on racial disparities
Vascular Surgical Emergencies during the COVID Era: Endovascular Aortic Repair for Ruptured Abdominal Aortic Aneurysm as a Model,2023,vascular surgical emergencies during the covid era: endovascular aortic repair for ruptured abdominal aortic aneurysm as a model
"Unravelling Associations Between Patient Demographics, Socioeconomic Status, and Health-Related Quality of Life Among Patients with Peripheral Artery Disease",2023,"unravelling associations between patient demographics, socioeconomic status, and health-related quality of life among patients with peripheral artery disease"
"Diversity, Equity, and Inclusion. A Sustainable Path Forward",2023,"diversity, equity, and inclusion. a sustainable path forward"
Management of the Difficult Distal Anastomosis During a Type II Thoracoabdominal Repair in a Patient with ACTA2 Mutation,2023,management of the difficult distal anastomosis during a type ii thoracoabdominal repair in a patient with acta2 mutation
Upper extremity access with Fiber Optic RealShape (FORS) guidance for Fenestrated-Branched Endovascular Aortic Aneurysm Repair (FBEVAR),2023,upper extremity access with fiber optic realshape (fors) guidance for fenestrated-branched endovascular aortic aneurysm repair (fbevar)
Endovascular Left Common Iliac Aneurysm Repair Using Intraoperative Positioning System Technology for 3D Device Guidance,2023,endovascular left common iliac aneurysm repair using intraoperative positioning system technology for 3d device guidance
Emergent Carotid Embolectomy with TCD Intra-op Monitoring to Treat Growing Internal Carotid Artery (ICA) Thrombus Actively Embolizing to the Middle Cerebral Artery (MCA),2023,emergent carotid embolectomy with tcd intra-op monitoring to treat growing internal carotid artery (ica) thrombus actively embolizing to the middle cerebral artery (mca)
Smooth Muscle Cell Specific Activity of SGK-1 Alters Pulse Propagation Velocity as a Major Indicator of Wall Stiffness in AAA,2023,smooth muscle cell specific activity of sgk-1 alters pulse propagation velocity as a major indicator of wall stiffness in aaa
Superior Vena Cava Occlusion with Persistent Left Superior Vena Cava: a Rare Case of Right to Left Shunt,2023,superior vena cava occlusion with persistent left superior vena cava: a rare case of right to left shunt
Cerebral Perfusion Optimization With Transcranial Doppler Monitoring During Transcarotid Artery Revascularization,2023,cerebral perfusion optimization with transcranial doppler monitoring during transcarotid artery revascularization
External Iliac Artery Aneurysm Associated with Multiple Lower Extremity Arteriovenous Malformations,2023,external iliac artery aneurysm associated with multiple lower extremity arteriovenous malformations
A Gravid Case of Type B Aortic Dissection in a Young Marfan's Patient,2023,a gravid case of type b aortic dissection in a young marfan's patient
Back Table Fenestrated Endograft Limb Inversion for Type Ia Endoleak Repair,2023,back table fenestrated endograft limb inversion for type ia endoleak repair
Surveillance Duplex Ultrasound Prompted Interventions After Carotid Endarterectomy,2023,surveillance duplex ultrasound prompted interventions after carotid endarterectomy
Cardiovascular Collapse During Mechanical Thrombectomy For Acute Pulmonary Embolism: The Role of ECMO in Patient Rescue,2023,cardiovascular collapse during mechanical thrombectomy for acute pulmonary embolism: the role of ecmo in patient rescue
Impact of a Pulmonary Embolism Response Team on the Management and Outcomes of Patients With Acute Pulmonary Embolisms,2023,impact of a pulmonary embolism response team on the management and outcomes of patients with acute pulmonary embolisms
